일자,자치구,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2024-08-01,마포구,29.5,26.5,34.0,0.0,0.0105,0.0258,0.17,0.0021,20.0,9.0
2024-08-02,마포구,29.4,27.6,33.4,0.0,0.0114,0.0329,0.25,0.0021,29.0,16.0
2024-08-03,마포구,30.2,26.6,34.9,0.0,0.0116,0.0496,0.31,0.0021,33.0,25.0
2024-08-04,마포구,31.1,27.0,35.8,0.0,0.012,0.0563,0.36,0.0022,29.0,21.0
2024-08-05,마포구,30.2,26.0,35.4,0.5,0.0138,0.0518,0.35,0.0023,32.0,24.0
2024-08-06,마포구,28.8,25.4,34.1,0.0,0.0154,0.0422,0.3,0.0022,18.0,10.0
2024-08-07,마포구,29.5,26.1,34.5,1.0,0.0134,0.0315,0.24,0.0024,19.0,11.0
2024-08-08,마포구,28.1,26.2,32.4,0.0,0.0151,0.0315,0.25,0.0027,22.0,14.0
2024-08-09,마포구,29.8,25.5,34.9,0.0,0.0129,0.041,0.26,0.0023,28.0,19.0
2024-08-10,마포구,30.2,26.3,34.1,0.0,0.0143,0.056,0.34,0.0024,34.0,25.0
2024-08-11,마포구,30.3,27.3,34.6,0.0,0.0114,0.0507,0.31,0.0025,30.0,22.0
2024-08-12,마포구,31.0,28.3,35.7,0.0,0.0145,0.0451,0.26,0.0025,26.0,18.0
2024-08-13,마포구,30.8,27.4,36.6,0.0,0.0123,0.0397,0.27,0.0022,30.0,18.0
2024-08-14,마포구,30.2,26.6,36.6,0.0,0.0148,0.0566,0.3,0.0022,27.0,18.0
2024-08-15,마포구,29.6,26.2,35.6,1.5,0.0142,0.0496,0.31,0.0023,25.0,17.0
2024-08-16,마포구,30.0,27.0,35.1,0.0,0.0138,0.0507,0.29,0.0023,23.0,15.0
2024-08-17,마포구,30.4,26.4,36.2,0.5,0.0143,0.0607,0.31,0.0023,26.0,16.0
2024-08-18,마포구,29.7,27.3,36.3,0.0,0.01,0.0573,0.32,0.0023,24.0,17.0
2024-08-19,마포구,30.0,25.4,36.8,15.0,0.0144,0.059,0.35,0.0024,26.0,18.0
2024-08-20,마포구,31.4,26.9,35.7,0.5,0.0136,0.0456,0.31,0.0024,29.0,20.0
2024-08-21,마포구,28.1,26.3,30.7,42.0,0.0101,0.021,0.22,0.0023,15.0,6.0
2024-08-22,마포구,28.3,26.3,31.0,1.5,0.0088,0.0288,0.22,0.0023,19.0,6.0
2024-08-23,마포구,28.2,25.8,32.8,0.0,0.0131,0.0712,0.34,0.0023,29.0,21.0
2024-08-24,마포구,27.5,24.8,32.0,10.0,0.0172,0.0662,0.45,0.0024,39.0,31.0
2024-08-25,마포구,28.5,25.4,33.4,0.0,0.0146,0.059,0.46,0.0025,40.0,31.0
2024-08-26,마포구,28.1,26.0,30.9,0.0,0.0172,0.0404,0.43,0.0023,36.0,27.0
2024-08-27,마포구,26.8,24.1,30.7,0.0,0.0149,0.036,0.33,0.0022,23.0,13.0
2024-08-28,마포구,28.4,23.2,33.7,0.0,0.0089,0.053,0.27,0.0022,16.0,8.0
2024-08-29,마포구,28.1,23.8,34.2,0.0,0.007,0.0499,0.24,0.0021,11.0,4.0
2024-08-30,마포구,28.5,24.1,34.0,0.0,0.0121,0.0383,0.27,0.0022,17.0,7.0
2024-08-31,마포구,27.4,22.3,33.6,0.0,0.0117,0.055,0.35,0.0025,38.0,20.0
2024-09-01,마포구,27.3,24.4,32.4,0.0,0.0102,0.0581,0.38,0.0025,31.0,21.0
2024-09-02,마포구,24.4,20.9,27.1,2.0,0.0152,0.035,0.35,0.0023,20.0,12.0
2024-09-03,마포구,27.0,23.2,32.3,0.0,0.0099,0.0538,0.28,0.0022,14.0,6.0
2024-09-04,마포구,27.9,23.3,33.0,0.0,0.0137,0.058,0.32,0.0025,22.0,10.0
2024-09-05,마포구,26.2,25.1,29.8,9.0,0.0142,0.0436,0.31,0.0025,24.0,13.0
2024-09-06,마포구,23.8,22.7,25.4,0.0,0.0125,0.0275,0.33,0.002,17.0,9.0
2024-09-07,마포구,26.4,22.5,31.8,0.0,0.0151,0.0541,0.37,0.0022,24.0,14.0
2024-09-08,마포구,27.4,23.5,32.7,0.0,0.0136,0.0688,0.42,0.0023,31.0,23.0
2024-09-09,마포구,28.5,24.3,33.7,0.0,0.0161,0.0561,0.4,0.0024,29.0,21.0
2024-09-10,마포구,30.0,25.9,34.8,0.0,0.0185,0.052,0.39,0.0023,32.0,21.0
2024-09-11,마포구,28.9,25.6,36.8,1.0,0.0194,0.0564,0.38,0.0024,34.0,24.0
2024-09-12,마포구,25.1,24.5,26.7,47.0,0.0173,0.0126,0.36,0.0023,11.0,7.0
2024-09-13,마포구,26.0,24.1,28.8,7.5,0.0148,0.0108,0.28,0.0025,15.0,8.0
2024-09-14,마포구,27.9,24.9,32.8,0.0,0.0128,0.0237,0.26,0.0024,12.0,6.0
2024-09-15,마포구,27.3,23.8,32.8,0.0,0.0083,0.0246,0.28,0.0022,13.0,8.0
2024-09-16,마포구,26.8,20.5,33.1,11.0,0.0087,0.0397,0.27,0.0021,8.0,4.0
2024-09-17,마포구,28.7,25.5,34.5,0.0,0.0106,0.0244,0.29,0.0021,15.0,8.0
2024-09-18,마포구,29.4,26.6,34.6,0.0,0.0099,0.0213,0.26,0.0022,17.0,11.0
2024-09-19,마포구,29.3,25.8,33.5,0.0,0.0151,0.0442,0.29,0.0025,22.0,15.0
2024-09-20,마포구,24.8,17.3,29.3,38.0,0.015,0.0122,0.28,0.0023,13.0,9.0
2024-09-21,마포구,19.3,16.9,22.1,18.0,0.0064,0.0353,0.22,0.002,4.0,1.0
2024-09-22,마포구,21.4,16.8,27.3,0.0,0.0065,0.0288,0.22,0.0019,4.0,2.0
2024-09-23,마포구,,,,0.0,0.008,0.0359,0.23,0.0018,8.0,3.0
2024-10-03,마포구,16.3,11.4,22.3,0.0,0.015,0.0266,0.3,0.0022,17.0,7.0
2024-10-04,마포구,17.3,12.6,22.4,0.0,0.0165,0.0278,0.31,0.0023,17.0,8.0
2024-10-05,마포구,17.6,12.6,22.4,0.0,0.0235,0.0299,0.38,0.0023,25.0,12.0
2024-10-06,마포구,15.5,13.5,17.5,0.0,0.0238,0.0148,0.42,0.0023,23.0,13.0
2024-10-07,마포구,16.7,14.1,20.3,0.0,0.0234,0.0253,0.47,0.0026,38.0,21.0
2024-10-08,마포구,17.6,13.3,23.1,0.0,0.0196,0.0256,0.5,0.0026,46.0,27.0
2024-10-09,마포구,18.6,14.5,23.3,0.0,0.0117,0.0376,0.31,0.0022,14.0,6.0
2024-10-10,마포구,18.6,15.6,23.5,0.0,0.0169,0.0365,0.32,0.0025,21.0,11.0
2024-10-11,마포구,18.1,14.1,23.3,0.0,0.0238,0.0391,0.43,0.0027,34.0,21.0
2024-10-12,마포구,18.3,14.2,23.0,0.0,0.0279,0.0339,0.48,0.0027,38.0,22.0
2024-10-13,마포구,18.5,13.8,22.1,0.0,0.0181,0.0322,0.43,0.0024,28.0,18.0
2024-10-14,마포구,19.0,17.4,21.3,0.0,0.0202,0.0253,0.33,0.0025,19.0,10.0
2024-10-15,마포구,18.6,16.9,21.2,0.5,0.0231,0.0156,0.34,0.0025,20.0,13.0
2024-10-16,마포구,17.9,14.8,23.2,0.0,0.0253,0.0258,0.46,0.0026,37.0,23.0
2024-10-17,마포구,19.4,14.7,24.8,0.0,0.0278,0.0272,0.48,0.0027,38.0,22.0
2024-10-18,마포구,16.9,15.3,19.2,46.5,0.0182,0.0196,0.35,0.0024,20.0,11.0
2024-10-19,마포구,15.7,12.1,19.7,1.0,0.0084,0.0309,0.27,0.0022,9.0,4.0
2024-10-20,마포구,13.0,10.6,16.8,0.0,0.0064,0.0358,0.22,0.002,12.0,3.0
2024-10-21,마포구,14.5,9.8,18.4,0.0,0.0187,0.0227,0.3,0.0022,17.0,5.0
2024-10-22,마포구,14.9,14.1,16.1,16.5,0.0238,0.0093,0.39,0.0022,14.0,7.0
2024-10-23,마포구,12.0,9.1,14.8,1.5,0.01,0.032,0.3,0.0023,14.0,5.0
2024-10-24,마포구,12.5,7.7,16.9,0.0,0.0212,0.024,0.4,0.0023,25.0,14.0
2024-10-25,마포구,15.5,10.1,21.1,0.0,0.0334,0.0122,0.55,0.0025,29.0,16.0
2024-10-26,마포구,17.4,12.1,21.8,0.0,0.0284,0.0175,0.47,0.0026,24.0,11.0
2024-10-27,마포구,15.9,14.0,18.6,0.0,0.0172,0.0279,0.37,0.0027,27.0,15.0
2024-10-28,마포구,15.4,12.2,19.9,0.0,0.0164,0.0222,0.45,0.0024,37.0,23.0
2024-10-29,마포구,14.8,13.1,18.9,0.0,0.02,0.0222,0.35,0.0024,15.0,7.0
2024-10-30,마포구,15.2,11.4,19.4,0.0,0.0225,0.0243,0.43,0.0027,27.0,15.0
2024-10-31,마포구,16.0,12.2,21.4,0.0,0.0336,0.0216,0.5,0.0027,34.0,20.0
2024-11-01,마포구,15.8,13.4,18.9,0.0,0.0443,0.0108,0.63,0.003,41.0,24.0
2024-11-02,마포구,17.9,13.1,23.6,0.0,0.023,0.0236,0.44,0.0028,33.0,21.0
2024-11-03,마포구,17.4,13.5,22.5,0.0,0.0119,0.0383,0.33,0.0025,25.0,14.0
2024-11-04,마포구,14.2,8.7,17.7,0.0,0.0157,0.0362,0.3,0.0025,25.0,14.0
2024-11-05,마포구,8.8,5.9,13.8,0.0,0.0128,0.027,0.29,0.003,27.0,10.0
2024-11-06,마포구,7.1,4.5,10.8,0.0,0.0173,0.023,0.34,0.003,27.0,13.0
2024-11-07,마포구,8.1,3.4,13.1,0.0,0.0309,0.0172,0.46,0.003,40.0,23.0
2024-11-08,마포구,10.8,4.5,16.5,0.0,0.0414,0.0134,0.55,0.0029,39.0,24.0
2024-11-09,마포구,13.4,8.0,19.3,0.0,0.0439,0.0127,0.62,0.003,35.0,23.0
2024-11-10,마포구,14.5,11.7,19.8,0.0,0.0295,0.022,0.46,0.0027,23.0,14.0
2024-11-11,마포구,14.3,9.9,20.3,0.0,0.0304,0.0261,0.51,0.0032,50.0,30.0
2024-11-12,마포구,13.7,11.0,17.0,0.0,0.0247,0.027,0.42,0.0031,36.0,23.0
2024-11-13,마포구,14.7,10.2,19.6,0.0,0.0357,0.0182,0.53,0.0031,40.0,20.0
2024-11-14,마포구,14.9,13.7,16.6,0.0,0.0324,0.0154,0.48,0.0032,36.0,19.0
2024-11-15,마포구,16.7,14.0,19.9,0.0,0.0252,0.0211,0.4,0.0029,28.0,15.0
2024-11-16,마포구,16.6,13.5,22.7,5.5,0.0169,0.0314,0.34,0.0029,20.0,11.0
2024-11-17,마포구,6.4,2.2,13.5,0.0,0.0081,0.029,0.29,0.0027,18.0,8.0
2024-11-18,마포구,2.6,-0.1,5.7,0.0,0.0154,0.0222,0.27,0.0026,17.0,7.0
2024-11-19,마포구,5.8,2.1,10.4,0.0,0.029,0.0141,0.35,0.0027,23.0,11.0
2024-11-20,마포구,6.7,3.1,11.0,0.0,0.0415,0.0045,0.54,0.0031,37.0,27.0
2024-11-21,마포구,9.8,6.7,14.7,0.0,0.0318,0.0177,0.6,0.0033,48.0,37.0
2024-11-22,마포구,6.2,3.7,9.3,0.0,0.0185,0.0245,0.38,0.0032,33.0,20.0
2024-11-23,마포구,7.2,3.2,11.4,0.0,0.0252,0.0165,0.38,0.0027,23.0,14.0
2024-11-24,마포구,8.0,4.5,12.7,0.0,0.0249,0.019,0.4,0.0025,15.0,11.0
2024-11-25,마포구,10.7,5.2,15.0,0.0,0.0257,0.0198,0.39,0.0026,21.0,12.0
2024-11-26,마포구,5.2,0.1,12.5,20.5,0.0125,0.0276,0.27,0.0022,9.0,4.0
2024-11-27,마포구,-0.8,-2.1,1.1,12.5,0.0159,0.0257,0.28,0.002,8.0,5.0
2024-11-28,마포구,0.6,-1.5,2.9,4.0,0.0179,0.0233,0.35,0.0021,17.0,12.0
2024-11-29,마포구,0.4,-3.2,2.9,0.0,0.029,0.0127,0.42,0.0026,29.0,18.0
2024-11-30,마포구,3.5,0.2,5.7,0.0,0.0372,0.0071,0.61,0.0027,26.0,18.0
2024-12-01,마포구,5.9,2.8,8.6,0.0,0.0307,0.008,0.6,0.0026,29.0,25.0
2024-12-02,마포구,7.2,0.5,13.0,0.0,0.031,0.0169,0.54,0.0029,39.0,28.0
2024-12-03,마포구,0.7,-2.5,3.5,0.0,0.0168,0.0253,0.29,0.0025,16.0,6.0
2024-12-04,마포구,2.2,-0.5,5.1,0.0,0.0228,0.022,0.34,0.0027,20.0,10.0
2024-12-05,마포구,3.5,0.6,7.8,3.0,0.0265,0.0194,0.4,0.0027,20.0,10.0
2024-12-06,마포구,1.3,-1.1,4.2,0.0,0.0182,0.0238,0.33,0.0028,24.0,9.0
2024-12-07,마포구,-0.5,-2.6,2.8,0.0,0.0162,0.0247,0.35,0.0026,21.0,12.0
2024-12-08,마포구,-1.0,-4.0,2.6,0.0,0.0145,0.0261,0.35,0.0025,21.0,13.0
2024-12-09,마포구,1.2,-2.4,4.9,0.0,0.0353,0.0108,0.49,0.0032,32.0,17.0
2024-12-10,마포구,2.3,-1.7,5.4,0.0,0.0364,0.0131,0.58,0.0031,39.0,29.0
2024-12-11,마포구,2.2,-0.8,6.0,0.0,0.0303,0.0158,0.67,0.0042,58.0,39.0
2024-12-12,마포구,-0.1,-3.3,2.9,0.0,0.0255,0.0152,0.48,0.0035,39.0,22.0
2024-12-13,마포구,0.6,-1.7,3.3,0.0,0.0236,0.0183,0.41,0.0031,27.0,17.0
2024-12-14,마포구,-1.1,-3.7,0.9,0.0,0.0201,0.021,0.4,0.0026,27.0,14.0
2024-12-15,마포구,0.7,-1.9,3.9,0.0,0.0218,0.0221,0.35,0.0027,19.0,10.0
2024-12-16,마포구,-0.1,-2.6,3.7,0.0,0.0376,0.0072,0.49,0.0029,26.0,15.0
2024-12-17,마포구,-1.1,-4.2,2.3,0.0,0.0281,0.0143,0.44,0.0028,24.0,15.0
2024-12-18,마포구,-4.2,-6.4,-1.7,0.0,0.0186,0.0164,0.4,0.003,30.0,14.0
2024-12-19,마포구,-1.9,-6.1,2.3,0.0,0.0354,0.0077,0.58,0.0039,48.0,29.0
2024-12-20,마포구,1.2,-1.0,4.2,0.0,0.0524,0.0031,0.83,0.0041,53.0,38.0
2024-12-21,마포구,-1.5,-5.0,1.4,1.5,0.0219,0.0189,0.55,0.0026,45.0,37.0
2024-12-22,마포구,-3.7,-7.4,-0.7,0.0,0.0163,0.0249,0.32,0.0026,19.0,5.0
2024-12-23,마포구,-0.1,-3.9,4.7,0.0,0.0358,0.0133,0.56,0.003,27.0,13.0
2024-12-24,마포구,-0.8,-3.6,2.7,0.0,0.033,0.015,0.47,0.0031,30.0,18.0
2024-12-25,마포구,2.5,-0.6,5.5,0.0,0.0404,0.0129,0.58,0.0034,29.0,20.0
2024-12-26,마포구,-0.7,-5.2,4.0,0.0,0.0196,0.0234,0.43,0.0029,59.0,31.0
2024-12-27,마포구,-3.0,-5.8,0.4,0.0,0.0177,0.026,0.33,0.0027,27.0,12.0
2024-12-28,마포구,-3.4,-6.3,-0.4,0.0,0.0148,0.0276,0.34,0.0027,27.0,12.0
2024-12-29,마포구,1.2,-2.9,4.5,0.0,0.0296,0.0179,0.47,0.0028,24.0,14.0
2024-12-30,마포구,5.5,2.8,9.9,0.0,0.0363,0.0189,0.56,0.0033,50.0,30.0
2024-12-31,마포구,0.1,-2.0,4.6,0.0,0.0189,0.0273,0.37,0.0031,47.0,16.0
2024-01-01,서대문구,2.9,-0.9,6.7,0.0,0.0268,0.0165,1.04,0.0037,21.0,18.0
2024-01-02,서대문구,2.2,0.6,4.1,0.0,0.0212,0.0225,0.91,0.0031,39.0,30.0
2024-01-03,서대문구,1.1,-2.5,3.9,0.0,0.0243,0.0202,0.88,0.0036,38.0,29.0
2024-01-04,서대문구,1.3,-3.4,4.7,0.0,0.0318,0.0159,1.07,0.0051,49.0,38.0
2024-01-05,서대문구,4.6,-0.1,9.1,0.0,0.0332,0.0217,1.17,0.0042,80.0,60.0
2024-01-06,서대문구,-0.3,-3.7,4.2,2.0,0.017,0.0257,0.64,0.0031,23.0,14.0
2024-01-07,서대문구,-5.2,-9.1,-2.4,0.0,0.0109,0.0266,0.62,0.0033,23.0,15.0
2024-01-08,서대문구,-5.6,-11.3,-1.0,0.0,0.0259,0.0135,0.73,0.0043,22.0,14.0
2024-01-09,서대문구,-1.2,-2.5,-0.2,0.5,0.0431,0.0034,0.84,0.0037,27.0,20.0
2024-01-10,서대문구,-1.8,-5.2,2.1,0.0,0.0395,0.0056,1.12,0.0044,65.0,56.0
2024-01-11,서대문구,1.2,-3.4,4.4,0.0,0.037,0.011,0.73,0.0044,61.0,49.0
2024-01-12,서대문구,0.0,-2.4,4.1,0.0,0.023,0.0227,0.62,0.0039,55.0,38.0
2024-01-13,서대문구,-0.3,-4.6,4.9,0.0,0.0284,0.0158,0.64,0.0043,25.0,15.0
2024-01-14,서대문구,-0.3,-4.6,3.1,2.0,0.0339,0.0108,0.8,0.005,31.0,24.0
2024-01-15,서대문구,-4.4,-8.1,0.0,0.0,0.0153,0.0252,0.34,0.0035,22.0,12.0
2024-01-16,서대문구,-2.9,-8.3,3.2,0.0,0.0334,0.0129,0.76,0.0064,30.0,19.0
2024-01-17,서대문구,0.2,-2.5,1.7,8.0,0.042,0.0065,0.79,0.0046,29.0,22.0
2024-01-18,서대문구,3.8,0.2,9.0,0.5,0.027,0.0149,0.64,0.0029,25.0,22.0
2024-01-19,서대문구,4.8,3.3,9.0,0.0,0.0098,0.0347,0.34,0.0024,12.0,9.0
2024-01-20,서대문구,2.8,0.9,4.5,0.0,0.0064,0.0352,0.24,0.0023,5.0,2.0
2024-01-21,서대문구,1.0,-3.2,3.9,0.0,0.0111,0.0272,0.35,0.0025,11.0,8.0
2024-01-22,서대문구,-9.2,-12.5,-3.1,0.0,0.0088,0.0299,0.26,0.0027,30.0,20.0
2024-01-23,서대문구,-12.1,-14.3,-8.5,0.0,0.0088,0.0303,0.24,0.0034,21.0,12.0
2024-01-24,서대문구,-8.5,-11.6,-4.3,0.0,0.0104,0.0298,0.37,0.0034,24.0,11.0
2024-01-25,서대문구,-6.0,-11.1,-1.6,0.0,0.0206,0.0217,0.57,0.0051,23.0,14.0
2024-01-26,서대문구,-2.4,-7.3,3.3,0.0,0.0341,0.016,0.86,0.0063,34.0,24.0
2024-01-27,서대문구,-1.1,-5.5,4.1,0.0,0.0284,0.0236,1.04,0.0059,50.0,38.0
2024-01-28,서대문구,-2.2,-5.7,2.9,0.0,0.0218,0.0268,0.79,0.0056,30.0,21.0
2024-01-29,서대문구,-0.8,-4.9,4.1,0.0,0.032,0.0218,1.01,0.0056,42.0,33.0
2024-01-30,서대문구,1.0,-4.1,7.3,0.0,0.0372,0.0174,1.14,0.0064,53.0,40.0
2024-01-31,서대문구,4.0,0.6,9.9,0.0,0.0433,0.0188,1.17,0.0068,56.0,41.0
2024-02-01,서대문구,1.4,-2.4,6.9,0.0,0.0253,0.0299,1.06,0.0047,82.0,63.0
2024-02-02,서대문구,2.1,-0.5,7.4,0.0,0.0287,0.0208,0.76,0.0038,39.0,28.0
2024-02-03,서대문구,4.1,-1.3,8.1,0.0,0.0249,0.0212,0.84,0.005,31.0,24.0
2024-02-04,서대문구,6.7,3.1,12.1,0.0,0.0237,0.0209,0.88,0.0056,24.0,20.0
2024-02-05,서대문구,1.9,-0.7,6.0,2.5,0.0096,0.0366,0.45,0.0025,6.0,5.0
2024-02-06,서대문구,0.6,-0.9,2.4,0.0,0.0199,0.0258,0.47,0.0026,18.0,14.0
2024-02-07,서대문구,-0.1,-2.2,2.6,0.0,0.0218,0.0236,0.7,0.0028,32.0,30.0
2024-02-08,서대문구,-0.2,-3.7,5.9,0.0,0.0259,0.0258,0.96,0.0059,38.0,32.0
2024-02-09,서대문구,0.6,-2.7,6.2,0.0,,,,,,
2024-02-10,서대문구,1.4,-1.9,7.3,0.0,,,,,,
2024-02-11,서대문구,0.1,-4.1,5.8,0.0,0.0236,0.0298,0.99,0.005,65.0,55.0
2024-02-12,서대문구,3.5,-2.4,9.9,0.0,0.0309,0.0241,0.93,0.0048,58.0,47.0
2024-02-13,서대문구,9.5,4.8,14.2,0.0,0.0336,0.0291,0.91,0.0042,69.0,46.0
2024-02-14,서대문구,13.3,10.5,17.7,0.0,0.0367,0.021,0.71,0.0035,40.0,27.0
2024-02-15,서대문구,3.4,-1.4,10.5,8.5,0.0158,0.0293,0.46,0.0024,23.0,20.0
2024-02-16,서대문구,1.9,-2.3,8.1,0.0,0.0263,0.0191,0.68,0.004,30.0,24.0
2024-02-17,서대문구,4.4,-1.4,10.3,0.0,0.0364,0.0178,0.79,0.0049,45.0,35.0
2024-02-18,서대문구,6.5,0.9,9.4,13.5,0.0271,0.0216,0.69,0.0035,33.0,27.0
2024-02-19,서대문구,8.7,3.4,12.0,6.5,0.0261,0.014,0.74,0.0026,14.0,14.0
2024-02-20,서대문구,3.7,1.8,6.5,2.0,0.0165,0.0182,0.56,0.0023,31.0,19.0
2024-02-21,서대문구,1.3,-0.5,3.6,16.0,0.009,0.0316,0.35,0.0022,5.0,5.0
2024-02-22,서대문구,-0.6,-1.8,0.8,9.0,0.0104,0.0326,0.32,0.0022,6.0,7.0
2024-02-23,서대문구,1.1,-1.7,5.5,0.0,0.0096,0.0352,0.31,0.0023,9.0,8.0
2024-02-24,서대문구,1.4,-1.7,5.8,1.5,0.0115,0.0331,0.33,0.0023,13.0,10.0
2024-02-25,서대문구,1.9,-0.6,6.4,1.5,0.012,0.0292,0.43,0.0025,14.0,13.0
2024-02-26,서대문구,3.5,-1.9,9.9,0.0,0.0232,0.0203,0.74,0.0044,31.0,24.0
2024-02-27,서대문구,4.7,1.0,9.6,0.0,0.0126,0.0346,0.4,0.0027,16.0,12.0
2024-02-28,서대문구,6.0,2.8,10.2,0.0,0.0222,0.027,0.44,0.0029,32.0,20.0
2024-02-29,서대문구,4.3,-0.3,9.4,0.0,0.0264,0.0225,0.77,0.0042,54.0,38.0
2024-03-01,서대문구,-4.4,-7.5,-0.3,0.0,0.007,0.0386,0.27,0.0029,39.0,14.0
2024-03-02,서대문구,-0.8,-9.0,4.4,0.0,0.0174,0.0326,0.41,0.0035,35.0,17.0
2024-03-03,서대문구,3.3,-0.8,7.7,0.0,0.0185,0.0381,0.75,0.0036,114.0,69.0
2024-03-04,서대문구,4.9,-2.1,11.5,0.0,0.0345,0.0212,0.77,0.0049,68.0,40.0
2024-03-05,서대문구,7.7,4.6,11.0,0.0,0.0259,0.0312,0.53,0.0036,47.0,26.0
2024-03-06,서대문구,5.8,1.5,10.4,0.0,0.0153,0.0348,0.42,0.0028,13.0,9.0
2024-03-07,서대문구,3.6,0.3,8.5,1.0,0.0168,0.0342,0.45,0.0029,30.0,20.0
2024-03-08,서대문구,1.7,-1.8,6.9,0.0,0.015,0.0364,0.54,0.0041,44.0,26.0
2024-03-09,서대문구,1.1,-3.5,7.1,0.0,0.0152,0.0329,0.48,0.0041,32.0,21.0
2024-03-10,서대문구,3.8,-2.3,10.7,0.0,0.0231,0.0294,0.65,0.0056,31.0,21.0
2024-03-11,서대문구,6.1,2.2,10.5,0.0,0.0308,0.0274,0.61,0.0045,36.0,23.0
2024-03-12,서대문구,5.4,2.2,10.7,2.0,0.0277,0.0237,0.73,0.004,33.0,25.0
2024-03-13,서대문구,6.0,0.5,12.5,0.0,0.0312,0.0189,0.83,0.0057,35.0,26.0
2024-03-14,서대문구,8.0,2.8,15.7,0.0,0.0251,0.0504,0.32,0.0033,71.0,41.0
2024-03-15,서대문구,8.4,3.9,14.7,0.0,0.0274,0.0334,0.53,0.0036,52.0,39.0
2024-03-16,서대문구,10.7,4.9,18.9,0.0,0.0241,0.0375,0.47,0.0032,53.0,36.0
2024-03-17,서대문구,8.4,3.2,12.7,0.0,0.0113,0.042,0.23,0.0022,119.0,24.0
2024-03-18,서대문구,,,,0.0,0.0182,0.0277,0.36,0.0041,24.0,12.0
2024-03-19,서대문구,6.3,3.4,10.5,0.0,0.0096,0.0526,0.42,0.0022,103.0,43.0
2024-03-20,서대문구,4.0,0.6,9.6,0.0,0.0108,0.0408,0.33,0.0023,46.0,26.0
2024-03-21,서대문구,4.6,-1.2,11.4,0.0,0.02,0.0375,0.49,0.0042,39.0,25.0
2024-03-22,서대문구,9.9,3.3,15.1,5.0,0.0192,0.0446,0.39,0.0027,50.0,22.0
2024-03-23,서대문구,12.2,8.2,18.0,0.0,0.013,0.0514,0.47,0.0024,59.0,31.0
2024-03-24,서대문구,16.1,10.2,23.6,0.0,0.013,0.0467,0.43,0.0031,31.0,17.0
2024-03-25,서대문구,9.9,5.6,14.6,5.5,0.0131,0.0381,0.3,0.0023,20.0,13.0
2024-03-26,서대문구,5.9,2.0,12.4,13.0,0.0124,0.0386,0.24,0.002,10.0,7.0
2024-03-27,서대문구,9.9,4.0,16.1,0.0,0.024,0.027,0.43,0.003,31.0,23.0
2024-03-28,서대문구,9.6,6.6,11.9,1.5,0.0265,0.0233,0.43,0.0027,25.0,21.0
2024-03-29,서대문구,7.2,4.0,12.2,1.0,0.0208,0.0347,0.38,0.002,246.0,52.0
2024-03-30,서대문구,8.4,2.9,15.9,0.0,0.0245,0.0365,0.35,0.0024,89.0,26.0
2024-03-31,서대문구,9.9,2.6,17.9,0.0,0.0169,0.0387,0.28,0.003,43.0,15.0
2024-04-01,서대문구,11.3,4.7,19.3,0.0,0.0243,0.0378,0.27,0.0034,41.0,15.0
2024-04-02,서대문구,15.7,7.5,24.3,0.0,0.0339,0.0446,0.35,0.0039,52.0,25.0
2024-04-03,서대문구,16.3,13.4,19.9,0.0,0.0314,0.0371,0.41,0.0035,37.0,21.0
2024-04-04,서대문구,15.1,12.3,20.3,0.0,0.0165,0.0504,0.26,0.0025,32.0,18.0
2024-04-05,서대문구,13.1,8.7,19.1,0.0,0.019,0.0486,0.32,0.0024,44.0,23.0
2024-04-06,서대문구,12.0,6.9,19.2,0.0,0.0281,0.0409,0.62,0.0036,66.0,42.0
2024-04-07,서대문구,14.4,8.0,23.1,0.0,0.0252,0.0517,0.55,0.0038,56.0,35.0
2024-04-08,서대문구,15.5,10.1,22.7,0.0,0.0316,0.0345,0.6,0.0032,55.0,30.0
2024-04-09,서대문구,14.7,10.3,20.5,0.0,0.0171,0.0392,0.37,0.0024,43.0,20.0
2024-04-10,서대문구,13.1,9.3,18.6,0.0,0.0137,0.0427,0.38,0.0022,44.0,21.0
2024-04-11,서대문구,14.6,10.9,20.5,0.0,0.0203,0.0381,0.53,0.0026,50.0,25.0
2024-04-12,서대문구,16.6,11.5,24.2,0.0,0.0224,0.0349,0.59,0.0033,48.0,26.0
2024-04-13,서대문구,18.1,10.0,27.1,0.0,0.018,0.0353,0.48,0.0025,39.0,20.0
2024-04-14,서대문구,19.9,12.2,28.9,0.0,0.0183,0.0419,0.59,0.0038,43.0,23.0
2024-04-15,서대문구,15.2,10.7,19.8,18.0,0.0151,0.0331,0.52,0.0034,22.0,14.0
2024-04-16,서대문구,12.4,9.7,17.4,2.0,0.0186,0.033,0.64,0.0028,112.0,38.0
2024-04-17,서대문구,14.1,8.6,21.6,0.0,0.0228,0.0225,0.69,0.0026,145.0,52.0
2024-04-18,서대문구,16.4,9.1,25.1,0.0,0.021,0.0316,0.64,0.0029,123.0,34.0
2024-04-19,서대문구,16.9,10.8,24.5,0.0,0.0253,0.0498,0.66,0.0038,100.0,34.0
2024-04-20,서대문구,14.3,12.0,17.3,5.0,0.0162,0.0413,0.68,0.0028,65.0,29.0
